
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-05 21:10:11 ........................................................................................... ~ 0s
  2026-05-05 21:10:11 ........................................................................................... ~ 0s
  2026-05-05 21:10:11 ........................................................................................... ~ 0s
  2026-05-05 21:10:11 ........................................................................................... ~ 0s
  2026-05-05 21:10:11 ........................................................................................... ~ 0s
  2026-05-05 21:10:11 ........................................................................................... ~ 0s
  2026-05-05 21:10:11 ........................................................................................... ~ 1s
  2026-05-05 21:10:11 ........................................................................................... ~ 1s
  2026-05-05 21:10:12 ........................................................................................... ~ 0s
  2026-05-05 21:10:12 ........................................................................................... ~ 0s
  2026-05-05 21:10:12 ........................................................................................... ~ 0s
  2026-05-05 21:10:12 ........................................................................................... ~ 0s
  2026-05-05 21:10:12 ........................................................................................... ~ 0s
  2026-05-05 21:10:12 ........................................................................................... ~ 0s
  2026-05-05 21:10:12 ........................................................................................... ~ 1s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 0s
  2026-05-05 21:10:13 ........................................................................................... ~ 1s
  2026-05-05 21:10:13 ........................................................................................... ~ 1s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 0s
  2026-05-05 21:10:14 ........................................................................................... ~ 1s
  2026-05-05 21:10:14 ........................................................................................... ~ 1s
  2026-05-05 21:10:15 ........................................................................................... ~ 0s
  2026-05-05 21:10:15 ........................................................................................... ~ 0s
  2026-05-05 21:10:15 ........................................................................................... ~ 0s
  2026-05-05 21:10:15 ........................................................................................... ~ 0s
  2026-05-05 21:10:15 ........................................................................................... ~ 0s
  2026-05-05 21:10:15 ........................................................................................... ~ 0s
  2026-05-05 21:10:15 ........................................................................................... ~ 1s
  2026-05-05 21:10:15 ........................................................................................... ~ 1s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 0s
  2026-05-05 21:10:16 ........................................................................................... ~ 1s
  2026-05-05 21:10:16 ........................................................................................... ~ 1s
  2026-05-05 21:10:17 ........................................................................................... ~ 0s
  2026-05-05 21:10:17 ........................................................................................... ~ 0s
  2026-05-05 21:10:17 ........................................................................................... ~ 0s
  2026-05-05 21:10:17 ........................................................................................... ~ 0s
  2026-05-05 21:10:17 ........................................................................................... ~ 0s
  2026-05-05 21:10:17 ........................................................................................... ~ 0s
  2026-05-05 21:10:17 ........................................................................................... ~ 1s
  2026-05-05 21:10:17 ........................................................................................... ~ 1s
  2026-05-05 21:10:18 ........................................................................................... ~ 0s
  2026-05-05 21:10:18 ........................................................................................... ~ 0s
  2026-05-05 21:10:18 ........................................................................................... ~ 0s
  2026-05-05 21:10:18 ........................................................................................... ~ 0s
  2026-05-05 21:10:18 ........................................................................................... ~ 0s
  2026-05-05 21:10:18 ........................................................................................... ~ 0s
  2026-05-05 21:10:18 ........................................................................................... ~ 1s
  2026-05-05 21:10:18 ........................................................................................... ~ 1s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 0s
  2026-05-05 21:10:19 ........................................................................................... ~ 1s
  2026-05-05 21:10:19 ........................................................................................... ~ 1s
  2026-05-05 21:10:20 ........................................................................................... ~ 0s
  2026-05-05 21:10:20 ........................................................................................... ~ 0s
  2026-05-05 21:10:20 ........................................................................................... ~ 0s
  2026-05-05 21:10:20 ........................................................................................... ~ 0s
  2026-05-05 21:10:20 ........................................................................................... ~ 0s
  2026-05-05 21:10:20 ........................................................................................... ~ 0s
  2026-05-05 21:10:20 ........................................................................................... ~ 1s
  2026-05-05 21:10:20 ........................................................................................... ~ 1s
  2026-05-05 21:10:21 ........................................................................................... ~ 0s
  2026-05-05 21:10:21 ........................................................................................... ~ 0s
  2026-05-05 21:10:21 ........................................................................................... ~ 0s
  2026-05-05 21:10:21 ........................................................................................... ~ 0s
  2026-05-05 21:10:21 ........................................................................................... ~ 0s
  2026-05-05 21:10:21 ........................................................................................... ~ 0s
  2026-05-05 21:10:21 ........................................................................................... ~ 1s
  2026-05-05 21:10:21 ........................................................................................... ~ 1s
  2026-05-05 21:10:22 ........................................................................................... ~ 0s
  2026-05-05 21:10:22 ........................................................................................... ~ 0s
  2026-05-05 21:10:22 ........................................................................................... ~ 0s
  2026-05-05 21:10:22 ........................................................................................... ~ 0s
  2026-05-05 21:10:22 ........................................................................................... ~ 0s
  2026-05-05 21:10:22 ........................................................................................... ~ 0s
  2026-05-05 21:10:22 ........................................................................................... ~ 1s
  2026-05-05 21:10:22 ........................................................................................... ~ 1s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 0s
  2026-05-05 21:10:23 ........................................................................................... ~ 1s
  2026-05-05 21:10:23 ........................................................................................... ~ 1s
  2026-05-05 21:10:24 ........................................................................................... ~ 0s
  2026-05-05 21:10:24 ........................................................................................... ~ 0s
  2026-05-05 21:10:24 ........................................................................................... ~ 0s
  2026-05-05 21:10:24 ........................................................................................... ~ 0s
  2026-05-05 21:10:24 ........................................................................................... ~ 0s
  2026-05-05 21:10:24 ........................................................................................... ~ 0s
  2026-05-05 21:10:24 ........................................................................................... ~ 1s
  2026-05-05 21:10:24 ........................................................................................... ~ 1s
  2026-05-05 21:10:25 ........................................................................................... ~ 0s
  2026-05-05 21:10:25 ........................................................................................... ~ 0s
  2026-05-05 21:10:25 ........................................................................................... ~ 0s
  2026-05-05 21:10:25 ........................................................................................... ~ 0s
  2026-05-05 21:10:25 ........................................................................................... ~ 0s
  2026-05-05 21:10:25 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 0s
  2026-05-05 21:10:26 ........................................................................................... ~ 1s
  2026-05-05 21:10:26 ........................................................................................... ~ 1s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 0s
  2026-05-05 21:10:27 ........................................................................................... ~ 1s
  2026-05-05 21:10:27 ........................................................................................... ~ 1s
  2026-05-05 21:10:28 ........................................................................................... ~ 0s
  2026-05-05 21:10:28 ........................................................................................... ~ 0s
  2026-05-05 21:10:28 ........................................................................................... ~ 0s
  2026-05-05 21:10:28 ........................................................................................... ~ 0s
  2026-05-05 21:10:28 ........................................................................................... ~ 0s
  2026-05-05 21:10:28 ........................................................................................... ~ 0s
  2026-05-05 21:10:28 ........................................................................................... ~ 1s
  2026-05-05 21:10:28 ........................................................................................... ~ 1s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 0s
  2026-05-05 21:10:29 ........................................................................................... ~ 1s
  2026-05-05 21:10:29 ........................................................................................... ~ 1s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 0s
  2026-05-05 21:10:30 ........................................................................................... ~ 1s
  2026-05-05 21:10:30 ........................................................................................... ~ 1s
  2026-05-05 21:10:31 ........................................................................................... ~ 0s
  2026-05-05 21:10:31 ........................................................................................... ~ 0s
  2026-05-05 21:10:31 ........................................................................................... ~ 0s
  2026-05-05 21:10:31 ........................................................................................... ~ 0s
  2026-05-05 21:10:31 ........................................................................................... ~ 0s
  2026-05-05 21:10:31 ........................................................................................... ~ 0s
  2026-05-05 21:10:31 ........................................................................................... ~ 1s
  2026-05-05 21:10:31 ........................................................................................... ~ 1s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 0s
  2026-05-05 21:10:32 ........................................................................................... ~ 1s
  2026-05-05 21:10:32 ........................................................................................... ~ 1s
  2026-05-05 21:10:33 ........................................................................................... ~ 0s
  2026-05-05 21:10:33 ........................................................................................... ~ 0s
  2026-05-05 21:10:33 ........................................................................................... ~ 0s
  2026-05-05 21:10:33 ........................................................................................... ~ 0s
  2026-05-05 21:10:33 ........................................................................................... ~ 0s
  2026-05-05 21:10:33 ........................................................................................... ~ 0s
  2026-05-05 21:10:33 ........................................................................................... ~ 1s
  2026-05-05 21:10:33 ........................................................................................... ~ 1s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 0s
  2026-05-05 21:10:34 ........................................................................................... ~ 1s
  2026-05-05 21:10:34 ........................................................................................... ~ 1s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 0s
  2026-05-05 21:10:35 ........................................................................................... ~ 1s
  2026-05-05 21:10:35 ........................................................................................... ~ 1s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 0s
  2026-05-05 21:10:36 ........................................................................................... ~ 1s
  2026-05-05 21:10:36 ........................................................................................... ~ 1s
  2026-05-05 21:10:37 ........................................................................................... ~ 0s
  2026-05-05 21:10:37 ........................................................................................... ~ 0s
  2026-05-05 21:10:37 ........................................................................................... ~ 0s
  2026-05-05 21:10:37 ........................................................................................... ~ 0s
  2026-05-05 21:10:37 ........................................................................................... ~ 0s
  2026-05-05 21:10:37 ........................................................................................... ~ 0s
  2026-05-05 21:09:46 .......................................................................................... ~ 90s
  2026-05-05 21:09:53 .......................................................................................... ~ 90s
  2026-05-05 21:10:00 .......................................................................................... ~ 90s
  2026-05-05 21:10:00 .......................................................................................... ~ 90s
  2026-05-05 21:11:44 ........................................................................................... ~ 0s
  2026-05-05 21:11:45 ........................................................................................... ~ 0s
  2026-05-05 21:11:45 ........................................................................................... ~ 0s
  2026-05-05 21:11:45 ........................................................................................... ~ 0s
  2026-05-05 21:11:45 ........................................................................................... ~ 0s
  2026-05-05 21:11:45 ........................................................................................... ~ 1s
  2026-05-05 21:10:26 .......................................................................................... ~ 90s
  2026-05-05 21:12:34 ........................................................................................... ~ 0s
  2026-05-05 21:12:34 ........................................................................................... ~ 0s
  2026-05-05 21:12:36 ........................................................................................... ~ 0s
  2026-05-05 21:12:36 ........................................................................................... ~ 0s
  2026-05-05 21:12:36 ........................................................................................... ~ 0s
  2026-05-05 21:12:36 ........................................................................................... ~ 0s
  2026-05-05 21:12:37 ........................................................................................... ~ 0s
  2026-05-05 21:12:37 ........................................................................................... ~ 0s
  2026-05-05 21:12:37 ........................................................................................... ~ 0s
  2026-05-05 21:12:37 ........................................................................................... ~ 0s
  2026-05-05 21:12:38 ........................................................................................... ~ 0s
  2026-05-05 21:12:38 ........................................................................................... ~ 0s
  2026-05-05 21:12:38 ........................................................................................... ~ 0s
  2026-05-05 21:12:38 ........................................................................................... ~ 0s
  2026-05-05 21:12:39 ........................................................................................... ~ 0s
  2026-05-05 21:12:39 ........................................................................................... ~ 0s
  2026-05-05 21:12:39 ........................................................................................... ~ 0s
  2026-05-05 21:12:39 ........................................................................................... ~ 0s
  2026-05-05 21:12:39 ........................................................................................... ~ 0s
  2026-05-05 21:12:39 ........................................................................................... ~ 1s
  2026-05-05 21:12:40 ........................................................................................... ~ 0s
  2026-05-05 21:12:40 ........................................................................................... ~ 0s
  2026-05-05 21:12:40 ........................................................................................... ~ 0s
  2026-05-05 21:12:40 ........................................................................................... ~ 0s
  2026-05-05 21:12:40 ........................................................................................... ~ 1s
  2026-05-05 21:12:41 ........................................................................................... ~ 0s
  2026-05-05 21:12:41 ........................................................................................... ~ 0s
  2026-05-05 21:12:41 ........................................................................................... ~ 0s
  2026-05-05 21:12:41 ........................................................................................... ~ 0s
  2026-05-05 21:12:42 ........................................................................................... ~ 0s
  2026-05-05 21:12:42 ........................................................................................... ~ 0s
  2026-05-05 21:12:42 ........................................................................................... ~ 0s
  2026-05-05 21:12:42 ........................................................................................... ~ 0s
  2026-05-05 21:12:42 ........................................................................................... ~ 1s
  2026-05-05 21:12:45 ........................................................................................... ~ 1s
  2026-05-05 21:12:46 ........................................................................................... ~ 0s
  2026-05-05 21:12:46 ........................................................................................... ~ 0s
  2026-05-05 21:12:46 ........................................................................................... ~ 0s
  2026-05-05 21:12:47 ........................................................................................... ~ 0s
  2026-05-05 21:12:47 ........................................................................................... ~ 0s
  2026-05-05 21:12:47 ........................................................................................... ~ 0s
  2026-05-05 21:12:47 ........................................................................................... ~ 0s
  2026-05-05 21:12:47 ........................................................................................... ~ 0s
  2026-05-05 21:12:47 ........................................................................................... ~ 1s
  2026-05-05 21:12:48 ........................................................................................... ~ 0s
  2026-05-05 21:12:48 ........................................................................................... ~ 0s
  2026-05-05 21:12:48 ........................................................................................... ~ 0s
  2026-05-05 21:12:48 ........................................................................................... ~ 0s
  2026-05-05 21:12:48 ........................................................................................... ~ 0s
  2026-05-05 21:12:48 ........................................................................................... ~ 1s
  2026-05-05 21:12:49 ........................................................................................... ~ 0s
  2026-05-05 21:12:49 ........................................................................................... ~ 0s
  2026-05-05 21:12:49 ........................................................................................... ~ 0s
  2026-05-05 21:12:49 ........................................................................................... ~ 0s
  2026-05-05 21:12:51 ........................................................................................... ~ 0s
  2026-05-05 21:12:51 ........................................................................................... ~ 0s
  2026-05-05 21:12:52 ........................................................................................... ~ 0s
  2026-05-05 21:12:52 ........................................................................................... ~ 0s
  2026-05-05 21:12:52 ........................................................................................... ~ 0s
  2026-05-05 21:12:52 ........................................................................................... ~ 1s
  2026-05-05 21:12:53 ........................................................................................... ~ 0s
  2026-05-05 21:12:53 ........................................................................................... ~ 0s
  2026-05-05 21:12:53 ........................................................................................... ~ 0s
  2026-05-05 21:12:53 ........................................................................................... ~ 1s
  2026-05-05 21:12:54 ........................................................................................... ~ 1s
  2026-05-05 21:12:54 ........................................................................................... ~ 1s
  2026-05-05 21:12:55 ........................................................................................... ~ 0s
  2026-05-05 21:12:55 ........................................................................................... ~ 0s
  2026-05-05 21:12:55 ........................................................................................... ~ 1s
  2026-05-05 21:12:55 ........................................................................................... ~ 1s
  2026-05-05 21:12:56 ........................................................................................... ~ 0s
  2026-05-05 21:12:56 ........................................................................................... ~ 0s
  2026-05-05 21:12:56 ........................................................................................... ~ 0s
  2026-05-05 21:12:56 ........................................................................................... ~ 1s
  2026-05-05 21:12:57 ........................................................................................... ~ 0s
  2026-05-05 21:12:57 ........................................................................................... ~ 0s
  2026-05-05 21:12:57 ........................................................................................... ~ 0s
  2026-05-05 21:12:57 ........................................................................................... ~ 1s
  2026-05-05 21:12:58 ........................................................................................... ~ 0s
  2026-05-05 21:12:58 ........................................................................................... ~ 0s
  2026-05-05 21:12:58 ........................................................................................... ~ 0s
  2026-05-05 21:12:58 ........................................................................................... ~ 1s
  2026-05-05 21:12:59 ........................................................................................... ~ 0s
  2026-05-05 21:12:59 ........................................................................................... ~ 0s
  2026-05-05 21:12:59 ........................................................................................... ~ 0s
  2026-05-05 21:12:59 ........................................................................................... ~ 1s
  2026-05-05 21:13:00 ........................................................................................... ~ 0s
  2026-05-05 21:13:00 ........................................................................................... ~ 0s
  2026-05-05 21:13:00 ........................................................................................... ~ 0s
  2026-05-05 21:13:00 ........................................................................................... ~ 0s
  2026-05-05 21:13:00 ........................................................................................... ~ 1s
  2026-05-05 21:13:01 ........................................................................................... ~ 0s
  2026-05-05 21:13:01 ........................................................................................... ~ 0s
  2026-05-05 21:13:01 ........................................................................................... ~ 0s
  2026-05-05 21:13:01 ........................................................................................... ~ 1s
  2026-05-05 21:13:02 ........................................................................................... ~ 0s
  2026-05-05 21:13:02 ........................................................................................... ~ 0s
  2026-05-05 21:13:02 ........................................................................................... ~ 0s
  2026-05-05 21:13:02 ........................................................................................... ~ 0s
  2026-05-05 21:13:03 ........................................................................................... ~ 0s
  2026-05-05 21:13:11 ........................................................................................... ~ 0s
  2026-05-05 21:13:11 ........................................................................................... ~ 0s
  2026-05-05 21:13:11 ........................................................................................... ~ 0s
  2026-05-05 21:13:11 ........................................................................................... ~ 0s
  2026-05-05 21:13:12 ........................................................................................... ~ 0s
  2026-05-05 21:13:12 ........................................................................................... ~ 0s
  2026-05-05 21:13:12 ........................................................................................... ~ 0s
  2026-05-05 21:13:12 ........................................................................................... ~ 0s
  2026-05-05 21:13:13 ........................................................................................... ~ 0s
  2026-05-05 21:13:13 ........................................................................................... ~ 0s
  2026-05-05 21:13:13 ........................................................................................... ~ 0s
  2026-05-05 21:13:13 ........................................................................................... ~ 0s
  2026-05-05 21:13:15 ........................................................................................... ~ 0s
  2026-05-05 21:13:15 ........................................................................................... ~ 0s
  2026-05-05 21:13:15 ........................................................................................... ~ 0s
  2026-05-05 21:13:15 ........................................................................................... ~ 0s
  2026-05-05 21:13:16 ........................................................................................... ~ 0s
  2026-05-05 21:13:16 ........................................................................................... ~ 0s
  2026-05-05 21:13:16 ........................................................................................... ~ 0s
  2026-05-05 21:13:16 ........................................................................................... ~ 0s
  2026-05-05 21:13:17 ........................................................................................... ~ 0s
  2026-05-05 21:13:17 ........................................................................................... ~ 1s
  2026-05-05 21:13:18 ........................................................................................... ~ 0s
  2026-05-05 21:13:18 ........................................................................................... ~ 0s
  2026-05-05 21:13:18 ........................................................................................... ~ 1s
  2026-05-05 21:13:18 ........................................................................................... ~ 1s
  2026-05-05 21:13:19 ........................................................................................... ~ 0s
  2026-05-05 21:13:19 ........................................................................................... ~ 0s
  2026-05-05 21:13:20 ........................................................................................... ~ 0s
  2026-05-05 21:13:20 ........................................................................................... ~ 0s
  2026-05-05 21:13:20 ........................................................................................... ~ 0s
  2026-05-05 21:13:20 ........................................................................................... ~ 1s
  2026-05-05 21:13:21 ........................................................................................... ~ 0s
  2026-05-05 21:13:21 ........................................................................................... ~ 1s
  2026-05-05 21:13:22 ........................................................................................... ~ 0s
  2026-05-05 21:13:22 ........................................................................................... ~ 0s
  2026-05-05 21:13:22 ........................................................................................... ~ 0s
  2026-05-05 21:13:22 ........................................................................................... ~ 0s
  2026-05-05 21:13:22 ........................................................................................... ~ 1s
  2026-05-05 21:13:23 ........................................................................................... ~ 0s
  2026-05-05 21:13:23 ........................................................................................... ~ 0s
  2026-05-05 21:13:23 ........................................................................................... ~ 0s
  2026-05-05 21:13:23 ........................................................................................... ~ 0s
